解番号 1
Q,.,.,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,.,.,Q,.,.,.
.,.,.,.,.,.,.,Q
.,Q,.,.,.,.,.,.
.,.,.,Q,.,.,.,.
.,.,.,.,.,Q,.,.
.,.,Q,.,.,.,.,.

解番号 2
Q,.,.,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,.,Q,.,.,.,.
.,.,.,.,.,Q,.,.
.,.,.,.,.,.,.,Q
.,Q,.,.,.,.,.,.
.,.,.,.,Q,.,.,.
.,.,Q,.,.,.,.,.

解番号 3
Q,.,.,.,.,.,.,.
.,.,.,.,.,Q,.,.
.,.,.,.,.,.,.,Q
.,.,Q,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,.,Q,.,.,.,.
.,Q,.,.,.,.,.,.
.,.,.,.,Q,.,.,.

解番号 4
Q,.,.,.,.,.,.,.
.,.,.,.,Q,.,.,.
.,.,.,.,.,.,.,Q
.,.,.,.,.,Q,.,.
.,.,Q,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,Q,.,.,.,.,.,.
.,.,.,Q,.,.,.,.

解番号 5
.,.,.,.,.,Q,.,.
Q,.,.,.,.,.,.,.
.,.,.,.,Q,.,.,.
.,Q,.,.,.,.,.,.
.,.,.,.,.,.,.,Q
.,.,Q,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,.,Q,.,.,.,.

解番号 6
.,.,.,Q,.,.,.,.
Q,.,.,.,.,.,.,.
.,.,.,.,Q,.,.,.
.,.,.,.,.,.,.,Q
.,Q,.,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,Q,.,.,.,.,.
.,.,.,.,.,Q,.,.

解番号 7
.,.,.,.,Q,.,.,.
Q,.,.,.,.,.,.,.
.,.,.,.,.,.,.,Q
.,.,.,Q,.,.,.,.
.,Q,.,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,Q,.,.,.,.,.
.,.,.,.,.,Q,.,.

解番号 8
.,.,Q,.,.,.,.,.
Q,.,.,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,.,.,Q,.,.,.
.,.,.,.,.,.,.,Q
.,Q,.,.,.,.,.,.
.,.,.,Q,.,.,.,.
.,.,.,.,.,Q,.,.

解番号 9
.,.,.,.,Q,.,.,.
Q,.,.,.,.,.,.,.
.,.,.,Q,.,.,.,.
.,.,.,.,.,Q,.,.
.,.,.,.,.,.,.,Q
.,Q,.,.,.,.,.,.
.,.,.,.,.,.,Q,.
.,.,Q,.,.,.,.,.

解番号 10
.,.,.,.,.,.,Q,.
